ID,label,review
3106,Positive,Anti chaa gye ha
3107,Positive,Jab class khatam huwi to Hashim sahab ne class ko bola k aap k kuch seniors hain Taha aur Hashir wo aap k sath mazak kar rahay hain
3108,Positive,Dua me yad rakhy
3109,Positive,Jeewy mera Murshid sohna
3110,Positive,Unhon ne bila zarorat adaq zaban aur angrezi alfaz lekhne se gurez kiya
3111,Negative,Kitna din ma Kam ho ga
3112,Negative,Kissan Package K Elaan Intikhabat Se Qabal Dhandli Hai Budget Me Kyun Elaan Na Kyia FATA Ko KPK K Hissa Hona Chahiye
3113,Negative,Lkin us ko juda nh hona chahiyae aur shafay ko us ki maa ki asliat pata chl jayae
3114,Negative,Hahahaha aj to kch ziada hi judge krlia us ko
3115,Positive,meri dost masoom hai
3116,Positive,Javed Miandad kay musalsal umda kar kardagi ne rang dekhaya aur 1975 ka World Cup ka liye inhe team mein shamil karliya gaya
3117,Negative,Esay daikh k ek ajeeb SA ehsaas hota hy
3118,Negative,Is ke bad 20 June 2001 ko General Parvez Musharraf ne unhen bhi Sadar e Pakistan ke uhde se farigh kar diya aur khud Sadar e Mumlikat ke uhde par faiz ho gaye
3119,Negative,Sindh Assembly Me K Akhtyarat Me Tausee K Hawalay Se Opposition Ka Sakht Ahtijaj Ijlas Kal 10 Baje Tak Multavi
3120,Positive,NaWww janu wo to tow hai
3121,Negative,Kitne Nazaron Ka Dil Toor K Tum Jate Ho lt
3122,Positive,Dua ki darkhwast ha Hakeem sb
3123,Negative,exactly mre city me acid throwing bht common hugai thi phr mili ek punishment victim lrki ne sb k samne larky ki ankho me acid drops dalay thay is bat ko 14 sal hugye hn dobara kabi jurat ni hoi kisi ki
3124,Negative,Tu undono husband wife ki larai kerva de babluu
3125,Negative,Camera bilkul fazol he r signals generation b low he bohat baki set acha he
3126,Negative,Malik mushtaq tu lanati
3127,Positive,dilchasp harkaat dilkash personality aur khobsurat chehre ki malik Bushra Ansari har umar ke nazreen mein popular hain
3128,Negative,Jhoot he Agar ye baat sach he to hadees ka hawala do warna admin tum jahannum k mustahiq ho
3129,Positive,Aur aaj wo samaji karkun aur Bilquis Edhi Foundation ki sarbarah ki hesiyat se pehchani jati hain
3130,Negative,Haar jayegi jiya
3131,Positive,Ashba mere bati ka name ha ap b rakh lo boot paraya name ha ok
3132,Negative,Betasur aur pur tasur tehrir mein farq
3133,Positive,papa chachu k achy halal karobar k lie dua frma dyn
3134,Negative,Ik bar hi pehne aur kaam tamam ho gya
3135,Positive,Is doran business and professional association walon ki ema par main ne aik booklet bhi likhi jis mein Islam aur family laws ke tehat uraton ke hoqoq ki wazahat ki gayi thi
3136,Positive,Agha jii b toh cute hain
3137,Positive,PPP Rehnuma Babar Awan Ki Asif Zardari Se Mulaqat Zardari Ka Tehfuzat Door Karnay Ki Yaqeeni Dehani Ahem Zimedari Sopnay Ka
3138,Negative,Wheelie marnay ki koshish se mayoos rahay kyoon k agla wheel hath main agaya tha
3139,Negative,hmmm aur jhoot dkho ek tou jia pr haath uthaya then natak krke apni family ki sympathy hasil krne chali gae
3140,Positive,Allah apki nasloo me kher o barkat ata kre
3141,Negative,Bhai Konsa Sasta Nasha Shuru Kr Diya hai
3142,Positive,27 June 2005 ko ulma ke aik wafad se baat chet karte hoye Wazir e Azam Shaukat Aziz ne kha ke qanon ki hukumrani yaqini banana hukumat ki zimedari hai masher se boraiyon ke khatme aur awam ko insaf ki fari aur sasti farhami ko yaqini banane ke leye hum kaam kar rahe hain
3143,Positive,Yeh film box office par super hit sabit hui aur inhe pehli bar behtareen director ke academy award ke liye nominate kiya gaya
3144,Positive,Molvi sahib ne apni rkar guzari se anjuman ko Hindustan ki bawaqar anjuman bana deya
3145,Negative,Ye bagairat log dekhrahy han tamasha benchod ek ek chamant maro police waly ko fr b sala marjata kamino tamasha dekhrahy ho
3146,Positive,Radio hukkam par bhi is hawale se dabao dala jata ke wo apni nashriyat mein Attaullah Esakhelvi ko madaoo karen aur aakhirkar majboor ho kar Attaullah Esakhelvi se radio Pakistan aane ki darkhuwast karni parhi
3147,Positive,D D bs dil se dil ko raah hoti hai D
3148,Positive,Bushra Ansari ka aik aur aeham show Aangan Terha hai jise Anwar Maqsood ne likha aur us mein inho ne Shakeel Siddiqui aur Saleem Nasir Marhoom ke hamrah yadgar performance di
3149,Positive,Hahahahahahaah teri khair howay
3150,Negative,Mere Shaher Me Meri Nasal Ko Lootne Walo
3151,Positive,thanks to parents
3152,Negative,Garak houjao
3153,Positive,Akhir student kis k hnnnnn
3154,Negative,Acha phr meihi late hogya hn
3155,Positive,Radio ka dor tha Inayat Hussain Bhatti ki awaz pore Punjab mein pheel gai aur ataraf o aknaf Punjab mein Inayat Hussain Bhatti ki fani zindagi ka aghaz tha
3156,Negative,Es sakhti min doctors ka b bda hath h
3157,Negative,Ye halat dekh kar Dr Abdul Rehman ne aik razai Saghar Siddiqui ko di ta ke sardi se mehfooz reh sakein jab Saghar razai uthaye ja rahe the ke raste mein aik faqeer sardi se kanp raha tha Saghar razai us ko de di aur khud hasb e adat sabar aur qanayat par aktefa kiya
3158,Positive,apni mama ko zarur thanks keh dena from my side loveeee bohat cute ho tm
3159,Negative,hmare peso ka dress pehn k ghareeb ki bachi kitni shokhii ho rhi h awam k pese loot k bahu k kharchy poory kiye h
3160,Positive,Koi sir nahi uthata saee n Jab ishq faisle farma de
3161,Negative,Uncle Tou Ghar jaa Kar pitengey
3162,Positive,Allah mujhe bhi tasbeeh khane mai ramzan guzarne ki tufeeq dai ameen
3163,Negative,lo puchlo kisi se b cs easy he it softwr isse zda mushkl phr electronics inse zda krna b sikho bnana b sth m khd he bnjaty he isme sary cs easy uska lya ko jnta PC ko electronics waly ko ni pta kia phar rhy he
3164,Positive,Is se zindagi ki garhi achi chal rahi hai
3165,Positive,Pray for me and my family Mery walidain moqadma Jeet Jay or Allah hamary band rastay khair k sath khol dy Ameen
3166,Negative,Lanat ho nawaz Sharif pr
3167,Positive,kaafi acha saath dia north trip pe inhon ne while trekking upto fairy meadows
3168,Positive,Jo unhe art film ke liye mauzoo banata tha
3169,Negative,Iski betyan to nahi hain jo nachti hain sawal un maa baap se hy jo skul bejne k bajaye yahan la ker unko nachate hain practice bhi ghar me wuhi kerwate hain or aise kapre b parents hi khareed ker dete hain
3170,Negative,Agr bechy k hth chuth jty to kuch b ho skhta thaaa
3171,Positive,Dowa ma yad rahka thanks
3172,Positive,Iss kay alawa Ittafaq Hospital kay naam say aik hospital bhi qaim kiya
3173,Negative,Aik interview mein inho ne kaha tha mujhe lagta hai ke main aik bulbulay mein qaid hon jis se nikalna chahti hon
3174,Negative,Bherwe tujhe apni poetry ki pari ha yahan mulk ki ma chud rahi ha gandu
3175,Negative,Haan sahi baat allah yeh ppr ki baatein kahan say lay aye roona aajata hai
3176,Negative,Khuda ka khof Karo kuch PIA walun Allah KO yad kerny k bjaye nach ganay lagay hoty hain aj kal enho ny
3177,Negative,K Electric Ka Boria Bistar Gol Kar Denge Rabta Committee Tarikh Day K Kab Dharna Den
3178,Negative,Dengue Se Mutasra 2300 Mareez Zere Elaj Jab K 6 Afrad Halak Hogae
3179,Negative,Saeed Anwar ka aalmi record taweel arsey ke bad India ke Sachin Tendulkar ne torha
3180,Positive,Bs sai wa swery fir uni da hostel done ay D
3181,Negative,Hahaha pleasee wakai jaan chahye jaan le lo lekn no gudgudi
3182,Negative,1952 mein aik charsi aur afyuni photographer Hafiz Qandhri se Saghar Siddiqui ki dosti ho gai aur yaha se Saghar ki zidagi mein nashe ka agaz howa
3183,Positive,Deep baat ki hai bhaii ny smj ly
3184,Negative,Aaj mall road par ba qaida mera qaid Hamza Shahbaz ke boards
3185,Positive,Wha kya baat hai
3186,Positive,Mash allah pyar kapil
3187,Positive,By itkhtyr qahqa laga h myra tm b bst sy opr ho
3188,Positive,Pakistan cricket par hal hi mein shaya hone wali Peter O Brian ki lajawab kitab Wonder Tiger A History of Cricket in Pakistan mein Sadiq Muhammad ka bayan naqal howa hai jis ke mutabiq West Indies ke khilaf aik match mein captain Intikhab Alam ne unhen ghair zarori tor par short leg par khara kiya aur phir full tos phenk di jis par batsman ne zordar hit lagai aur wo shaded zakhmi ho kar hospital pohach gaye aur marte mate bache
3189,Negative,Battery nikal letay
3190,Positive,1970 mein middle sixes ke phel 8 batsmanon ko pavilion ki rah dikhai nawan 9th bhi un ka shikar ban jata agar Robin Jackman jihon ne akhiri 2 khilari out kiye un ki bowl par aasan catch na gira dete
3191,Positive,IK naya pakistan bnaega
3192,Negative,Farq sirf itna hai K barish mein makan gir jate hain or mohbat mein insan
3193,Positive,Mary or mayiri family ki taraf see ubqari ki pori team or Hazrat Tariq mahmood sb eid ul fiter Mubarak ho
3194,Positive,khair mubarak aur ap sb ko b EidMubarak
3195,Negative,Aur Ab Pakistan Ke Gardaar Yani Pak Media Ke yahoodi Aur West Ki Haddi Khaanai Waalay Kutay
3196,Positive,ALLAH PAK IN KI MADAAD FRMA
3197,Negative,KIA scene hay laundon
3198,Positive,Attaul Haq Qasmi 1 February 1943 ko Amritsar mein paida hoye
3199,Negative,Dakho ya pagal logon ko ya tu Gilgit hai D
3200,Negative,Ap nay zaya hojana hay
3201,Positive,Shabash khabeesni sahi boli aik dum
3202,Positive,Apne career mien inho ne art films ki kam o besh tamam maroof heroins ke sath kaam kiya
3203,Negative,Murtaza Bhutto ki halaqat ko sarkari qatal qarar deya geya aur Asif Ali Zardari ko iska zemma dar tehraya gaya
3204,Positive,Yehi comment expect kia tha yaar tu vi relax kar k ik waari soch la
3205,Negative,is bar dehshat gardi ka nahi awara gardi ka khatra hy
3206,Negative,Tery level ka b pta hai
3207,Negative,Fitay muh
3208,Positive,Namaz or ammal me tawaju k liye duaon ki darkhast
3209,Positive,Is duniya mein bohat se log jaah o mansab ke peeche bhaagte dikhai dete hain lekin Vladimir Putin ko dekh kar aisa maloom hota hai ke jaise aeham tareen auhdey khud in ka taqqub kar rahe hon
3210,Positive,Bilkul theek kaha
3211,Negative,doskhi lanat ho allah ki is par
3212,Positive,Good
3213,Negative,Pakistani showbiz World mein Bushra Ansari se ziyada bharpor aur taweel career kisi ke hisse mein nahi aaya
3214,Positive,Ya allah aafia ke madad farma
3215,Negative,Kuch be nahi hoga hum saray America k ghulam hain
3216,Positive,Good
3217,Positive,Dua ki darkhawast hai
3218,Negative,Hakeem sb m bht achi namzin prh rhi thy quran b wazaif b ab fjr ke nmz m uthti hn bht neend ati h or prh k so jati hn uthny ko dil ni krta phly prhly k ley uthtithy or soraj neklta tha soti thy ab sari roteen khrab ho gy h bht thkwat ho jti h kush kam m dil ni lgta plz kush bta dain
3219,Negative,Is se phele ke qanoon harkat mein aata laqanooniyat ne khud hi use lalkar diya
3220,Negative,dagabaj re lagave jb tu lipistic lolz
3221,Positive,Oh wow Beautiful 3
3222,Negative,Is kuty ko jla Dena Chia Ye petrol dal K
3223,Negative,M Anwar Ki Alalat K Bais Zimedaria Wapis Leligia M Anwar MQM London R C K Aham Rukun The
3224,Negative,Aus kafir ko phinshi do
3225,Negative,Pervez Musharraf ne Chief Justice ko bola kar un se istefa talb kar liya
3226,Negative,nhi mai nhi smjhii Na karwao yaad
3227,Negative,Alamat Hosakti Hai Ehtiyati Tadabeer Janney K Lye Call Aman
3228,Positive,K Jo Tere Naseeb Main Hain
3229,Negative,Angelina Jolie apni sehat ki taraf se hamesha fikarmand rehti hain
3230,Negative,Dir Wahab Abasi Ki Zamanat Mansukh Hone Pr Chekh o Pukar
3231,Negative,Zarai K Mutabiq Guzishta Roz Asif Ali Zardari Ne Army Chief Se Mulaqat Karna Chahi Lakin Army Chief Ne Mulaqat Karne Se Inkar Kardia
3232,Negative,Shaam idrees ki video cheat ki hai
3233,Positive,Angelina Jolie sirf aik kamyab adakara hi nahi balke insan dost shakhsiyat ki bhi malik hain
3234,Negative,Mughals aur Raja Bradari ka MNA
3235,Negative,wese tum kn hote ho sekhane wale
3236,Positive,mehnat aur zahanat ne un ka rasta aasan kar deyatha
3237,Negative,koe na koe point tumm logo ne esa nikalna hi hota he jiss se mera mood kharab ho tum logo ko to mention he nahi krna chaeye
3238,Positive,Ya ALLAH madad farma Ameeeen ya rab ul aalaa meen
3239,Positive,Sharmilapan he insaan ko apni zaat ke izhaar ke liye dosri chezon ka sahara lene par majboor karta hai
3240,Negative,n ki maut ki wajah khuwab aawar goliyon ka ziyada doze tha
3241,Positive,Ricky Ponting 2003 mein Wisden Leading Cricketer in the World aur 2006 mein Wisden Cricket of the Year ka aezaaz bhi hasil kar chuke hain
3242,Negative,Mai add nhi karta aese logo ko
3243,Positive,BT to achi salah k liye ho rahe h na s m b real page ap send krdin
3244,Negative,Alhamdulilah se yaad hain copy paste nahi karne partey
3245,Negative,acha chalo so jao shabash tmhe raat k is peher he ye larki yaad ati hy discussion k liye
3246,Positive,Aap behtareen kaam kijiye paisa khud chal kar aap ke paas aaega
3247,Positive,Jald he in ka shumar stage ke basalahiyat naujawan artists mien hone laga tha
3248,Negative,Lekin 2 saal bad inho ne yeh Tamgha sarkari policies par aehtejaj karte hue wapis kar diya
3249,Positive,Imam Bibi amor e khana dari ki taleem detein silai karhai sikhatein apni baho betiyon se parhne likhne ke elawa dini taleem dilwatein
3250,Negative,Police Ne Shaq Ki Bunyad Pr Khatoon K Shoher Ko Griftar Kar Liya Rpt Jokhio
3251,Negative,Kahien darr toe nahe rahay taqatown sae And if this is the reason MAULA ko kya jawab doe gai
3252,Negative,Mainy to sharefon wala kabhi react hi nai kra biruu
3253,Negative,Phele adwar mein isi tarha hota tha ke agar 6 Judge leye gaye hain to in mein se aki adh Judge aesa ajata tha jis ki hamdardiyan ya wabastagiyan hoti thein
3254,Positive,Qaumo kay mustaqbil ki tameer hukumrano kay haton mein nahi balkay quaideen kay fikar aur amal par hoti hai aur Altaf Hussain ka mison Pakistan kay mazloom quaim ki tameer ka mission hai
3255,Negative,Nazimabad Me Shehrion Ne Daku Pakar Liya Daku Naeem Police Ahelkar Nikla
3256,Negative,is ko sharam karna chiya kabi pak aramy ko bura bla kabi nab k kabi supreem court ko bura bla khata hai sab galt hai ya chour famaly sahi hai kia ya pakistan ka don hai is chour ko jall ma kyoun nahi bajtay kanun sab ky liy bara bar hona chiya is ky bap ka tu nahi hai pakistan shareef khandan nay chouri be kia hai kutty ki thara madia ma bonk be rhay hai
3257,Positive,Please dua kar dein mere liye or mere shoher or olad k liye k Allah dunia or akhrat achi kar day ameen
3258,Negative,Gol roti bnana seekh lena shadi se pehle
3259,Positive,Allah pak hami o nasir o
3260,Negative,Low quality thay kaafi Matlab itnay paison mein meine yehi cheez expect kari thi Wese comfortable hai raat mein aapko konn dekhta hai islie mein yeh mangwaye us hisaab se sai thay ye kaam chalau
3261,Positive,Fan e adakari ke shobe mein Abid Ali ko aik legend ki hesiyat hasil hai
3262,Positive,MashaAllah
3263,Negative,aur ab km taleem ya adhori taleem ki wjha sy koi dhang ki job nahi karskti
3264,Negative,Utility stores par chini ki qemat asal qemat se derah guna ziyadah thi is baat ko hukumat danista nazar andaz karti rahi
3265,Negative,cmnt delete kr raami
3266,Negative,koihall ni pakistani awam k b
3267,Positive,Ye kurti bari achi hai iska print mujhay acha laga aur pehnney mein bhi comfortable hai Aaj kal kay mausam kay hisab sey color aur kapra dono suitable hai
3268,Positive,Hr ik parcham sa uoncha parcham e Islam ho jaya
3269,Positive,Hahaaa good one
3270,Negative,Lanat ho in pr
3271,Negative,Kal k baad koi kuta he hoga jo jaega
3272,Positive,To Umrain Beet Jaen Gi Kaha Na Achay LaGty Ho To Bus Lagtay Ho
3273,Negative,aunty nay pora hath hi daal dia bhai
3274,Negative,Mushkil hei lg raha
3275,Positive,Ahahaha han bhai hogye tasalli
3276,Positive,Wah yr bht zabardast
3277,Positive,Nzar na lge aap ki khushyo kp
3278,Positive,She played a fantastic role in the drama serial Aangan Terha with Shakeel Siddiqui and Saleem Nasir Late
3279,Negative,kuch khas nhi hai
3280,Negative,Jahil awam ko jahil leader ki hi zroorat hai yeh Aunty bachon ko parhney k liye school nh pyari pyari sarkoon pr bhejey gi D Nawaz sharif to 3 3 mahiney london rehta hai sarkein kya khaak banaye ga
3281,Positive,Acha pad h quality achi h aur stiching bhi achi h Thanks
3282,Positive,Good msg keep it up
3283,Positive,Meray Bandon Ko Bata Do K Main Bakhashnay Wala Aur Meharban Hun
3284,Negative,rangbazi jo baki halfo may merit compromise kia wo
3285,Negative,Ye 1st Ramadan se Kinza Shaitan geri kar rahi hai jab se Drama Start huwa hai aur 1st Ramadan se Shaitan band hai aur sach pochiye toh ye Kinza Shaitan ki kami mehsoos hone nhii derahi
3286,Negative,Asay police walo ki waja se pura pakistan badnam hota hay Plz I G police thake action against this poileman kindly we all of looking just your side Plz
3287,Positive,DJ Imran ali Mani ap muje Sub k samne I love you kiun ni keh dete
3288,Negative,Bas yaar tum dono k saath reh k mein bhi aisi hogae hu
3289,Positive,Is hawale se in ka kehna tha ke in ke nazdeek sab se barha aezaaz koi award nahi bal ke maddahon ki taraf se milne wali pazeerai hai
3290,Positive,Bazmi sahib phir bhi mutmain na howae lekin jab ye gana super hit howa tab un ka mode durust howa
3291,Negative,Ashfaq Ahmed ne apne kaam ke hawale se jahan dunya bhar se daad sameti wahe ek makhsoos halqe ki taraf se in par khasi tanqeed bhi hui
3292,Negative,Uske Dil Me Dukh Zaror Rehta Hy
3293,Positive,Right mara jasa masom log
3294,Negative,Ye kafar he polis waly
3295,Negative,Karobari raqebon ne Waheed Parvaiz Sohail aur Masroor Ki Company ka nam chandal choukri rakh deya tha aur unki her nae film ka ilan dushmanon ki safon mein khalbali macha deta tha
3296,Positive,Daikha Ho Tou Aa Mere Ujrey Howay Bikhrey
3297,Negative,Oo bhae mene pehlay earphones hi nae utarnay tay us narial ki baat sun nay kay liyay
3298,Positive,Sap ko bhi eidmubarak
3299,Positive,Q k Nawaz ko pta he k men senate men bari jamat hony k bawujud hara hova hun Nawaz ne sirf Raza Rabbani ki hamayt ka kaha lekn zardari ye ni chata k kal ko nawaz ye na kahy k PMLN ki hamayat the tb Senate Chairman bna ppp ka
3300,Positive,Hahahahah sunbal toh unki jaan hai naa
3301,Positive,In dono ne aehad kiya ke wo aala taleem hasil karenge aur angrez ki mulazmat ke bajae us ke khilaf jahad karenge
3302,Negative,ALLAH ne qyamt tk apny gar ke hifazt krni h us ka wada h or is ko ibraat nak saxa milni chahy dunia Mai b
3303,Positive,Mulk mein ayenda jamhuriyat ko farog daynay kay leye unhon nay apas mein mulaqaton ka aik silsila shuru keya jo ARD kay qayam par muntahij huwa
3304,Negative,Han tmharai tarha ham bhi gadhay ka gosht khaty To shayad ye kachra nahi hota bcOz tm to gadhay ka gosht khalaety ho kachra Kia chezz hai
3305,Positive,Bilkul sahi
3306,Positive,Brian Lara ne 131 test matches mein 11953 runs score kiye wo test matches mein sab se ziyada runs banane ke aitebar se duniya mein 4th number par hain
3307,Negative,Sirf punjab ne kaam karana unki pmln ki zimedaari nahe thi Aur abhi jo lahore mei haal hai yeh karwayaa nawaz sharif ne
3308,Positive,Allah salamat rakhe
3309,Positive,Woww nice sada salamt raho
3310,Negative,40 Saal kaay honay par bhi agar insaan bad amal hi karta rahay tou phir shaitaan uss insaan ko bossa daita hai dosary lafzoon main akhrat main yeh insaan juhnum main janay saay naheen bachay gaa Aur shaitaan ki iss main kamyabi hai
3311,Negative,to tera maqsad bhi to PM banna hi hoa na bhai
3312,Negative,Mny mis KR di aj ki episode
3313,Negative,Liaquatabad Me Firing 1 Shaks Zakhmi
3314,Positive,KPK Hakumat Ka Suba Me Roz Gaar Ki Farahmi K Lye Billa Sood Qarzey Faraham Krne Ki Scheme Shuru Krne Ka Faisla
3315,Positive,Bangal Se Aanay Wala Barish Ka System Kal Sunday Pakistan Me Dakhil Hoga Karachi Me 120mm Barish Ka Imkan
3316,Positive,Itni piyari sharkaaainn
3317,Negative,Is soorat e haal mein khas taur par Wasim Akram ko shaded mushkilaat ka saamna karna parha
3318,Positive,Aap Maulana Mohammed Ali Jauhar ke news paper Comrade ke aezazi mudeer bhi the
3319,Positive,Yehi wajah hai ke in ka intekhab is qadar jama hota hai ke shaiyqeen ussh ussh kar uthte hain
3320,Negative,Hahahaha meri adaten khrab kren aap
3321,Positive,Daraz pk ne tou dil hi khush kardiya itni zabardast slippers hain yeh pehnne mein toh achi lagti hi hain quality wise bhi achi hai toh mein tou bilkul mutmaeen hun kyunke market jesi price mein agar ek cheez apke ghar deliver kardiya jaye toh kia masla hai
3322,Negative,Ya hum pas thy us k woh zindagi k kuch din Yaa zindagi thi kuch din
3323,Negative,Intekhabat mein chalaie janay wali mohim kay dauran 27 December 2007 ko Benazir Bhutto Liaqat bagh Rawalpindi say aik jalsay amm say khitab kar kay bahar nikal rahi thein kay unki gari par fairing huie aur uskay sath hi aik falak sagaf dhamaka hua
3324,Negative,Murs 03004328290 p bta kl lga lena
3325,Positive,Wah
3326,Positive,Wah wah yeh toh hy
3327,Negative,Billo aunty or DJ kholein gy nawa katta
3328,Negative,Humare masher ki khawateen wani Quran se shadi zabardasti shadi gherat ke naam par qatal teen bayak waqat talakon aur wirasat se mehromi jese ghambeer masail ka shikar hai
3329,Positive,mil jae ga dnt worry
3330,Positive,Musalmano ne geographic ko jo taraqqi di hai
3331,Positive,Allah pak salamat rakhy
3332,Negative,Zehreely ap hen xochna apko hai ap nikammy hen ik pr ye chota xa kam xochny ka to ap kr hi xkty hen apny guthno pe zor de k
3333,Positive,mashallah Allah salamat rakhy
3334,Negative,jisko jitna chaho ge use utna hi d0or pao ge
3335,Positive,Waqas or maqbool ka accama ban jay dua kty
3336,Negative,Yon university campus mein aaye roz tashaddud ka silsilah shuro hogaya
3337,Positive,very good
3338,Negative,Ya Rabbe kaynaat Musharraf KO tabah o barbad karde
3339,Negative,ak pata nahi halay ga
3340,Negative,Molvi Abdul Haq jama e Urdu ke qayam ke khuwahishmand the taham un ki rehrat se ye masoba adhora reh gaya
3341,Positive,ya ya they have all rights to do that with out any regret
3342,Positive,Baz fankar maqboliyat aam hasil na kar sake lekin alla elmi o adbi satah rakhne walon mein maqbol howe
3343,Negative,Waqai mai yr yeh pura hum pr bana hai aisa hi huwa tha kahi bhi nazer hi nh aya
3344,Positive,Wah he was the person behind the camera
3345,Positive,Iss yadgar tareekhi chahke ki badolat na sirf Javed Miandad ne Pakistan ka riwayati hareef se mini world cup ki shikast ka badla liya bal ka Bharat ko nafsiyati tour per aisa majroh kiya ka iss ke bad Bharat ki team kabhi Pakistan ki ankh mein ankhein dal kar na dekh saki aur bain ul aqwami muqabalo International Cricket mein Pakistan ka palra Bharat ka moqable mein hamesha bhari raha
3346,Positive,Agr sath mai danis b aa jayeee tou mazaa aa jye
3347,Positive,Ubqari buhat acha name hy ap ko koi problem hy
3348,Negative,Bjp Modi gaya tha vidio banane aur nawaz shareef ko biryani khilane
3349,Positive,Manasik e Hajj Ka Aghaz Lakhon Farzandan e Tohid Mina Puhonch Gaye Khaimon Ka Bara Sheher Bas Gaya Kal Arafat Rawana Honge
3350,Negative,16 MPO K Tehayt Nazer Band Kal Adam Lashker e Jhangvi K Serbarha Malik Ishaq Or In K 2 Bayton Samet 4 Afrad Ku Ne Griftar Kr Lia
3351,Positive,Allah raham farma Ameen
3352,Negative,aunty kitna bara haath hai lol
3353,Positive,Supreme Court mein bhi aik nayi tawanai peda ho gai aur janab Justice Iftikhar Muhammad Chaudhry ko un ke mansab se hatane ki koshishs un ke sathi Judges ne hi nakaam bana di
3354,Positive,Us waqt Islamabad ke bad Kangri House Karachi mulki siyasat ka dosra barha markaz tha
3355,Positive,Jis shobey mein bhi inho ne qadam rakha aur khud ko aehal aur ba kamaal sabit kiya
3356,Positive,Farishto ka Nuzool Aakhir Surto n ki tafseer
3357,Positive,Jis shakhs ne sari zindagi nazreen aur tamashaiyon ke saamne apne funn ka muzahira karne mein guzari ho wo bhala sharmeela kis tarah ho sakta hai lekin haqiqat yeh hai ke Zia Mohyeddin sharmeele hain aur is silsile mein main apni taraf se kuch kehne ke bajae khud un ke alfaaz dohrana chahonga
3358,Negative,Mujay anti Imran Khan videos mat dikhao
3359,Positive,jee ye to he
3360,Negative,Astaghfirullah Allah reham kare
3361,Positive,Tujhe pata ha me q Hans Raha ho ye jis k bat Kar Raha ha vo 2 sal porani bat ha aur ye abi qundooz k accident k sath ye munsalik Raha ha
3362,Negative,Aankhon mein Na hai koi khwab Bs ik La MahdooD Udaasi hai Be intaha Chahat k Sath
3363,Negative,tu kiya puja karay in kameeno ke
3364,Positive,Hazrat Sahib se mulaqat ke liye Surah Quraish 40 times shuru akhir 3 time Darood perha krein din mein aik mrtba ya jitna ho saky InShaa Allah mulaqat ke asbab bn jai gee 40
3365,Negative,tumy bhot bhar gie h
3366,Negative,Allah in zalemu ko saza dy
3367,Negative,Amaaa Teri Aqal ko salam
3368,Positive,Good 1
3369,Negative,Han lkn lame e lgrh ha
3370,Negative,Gan phatii k bhahrway bharway
3371,Positive,Ellah muslem ko mujahid isllam ko kamyab banalo
3372,Positive,Zabrdast cheez ha km amount main
3373,Negative,Munasib Security Ki Adam Farahmi K Bais Karachi Me Insidad e Polio Muhim Ko Rok Dia Gaya
3374,Positive,Ye tarbiyati course aik saal mein mokammal kar laynay kay baad app nay Intermediate ki sanad li
3375,Positive,Unhon ne nasar nigari mein sir Syed aur Hali donon ke asrat shamil keye aur un jesa hi aslob ikhteyar kiya wo Sir Syed ki tehriron se ziyadah mutasir howe is leye unhon ne sadgi aur salasat ke bawajud Sir Syed ki tehrir ki shagutagi ko pesh e nazar rakha aur Hali jesi rokhi pheki tehrir lekhne se gurez kiya albata un ki nasar mein kush tabi aur sanjidgi ka aik haseen tawazun paya jata hai
3376,Negative,Sasti hoo es lye hastiii ho
3377,Negative,Fazool shirt fazool print kabhi na kharidna
3378,Positive,Aj ap ny dil he jeet lia jo kuch howa aj election commission ky offc may fee submitte karwaty howy
3379,Negative,Party Rehnuma Chahtay Thay Main Ghar Me Chapatian Banati Rahun Shadi Ki Angothi Tak Nahi Mili Ghar Me Taweez Bhi Milay Reham Khan
3380,Positive,thankew sooo mch anty
3381,Positive,Tehrik e Insaf K Memberaan Apni Tankhuwaen Flood Relief Fund Me Dain Gey
3382,Positive,Wo bacha bach nahi saka magar mehaz Lady Diana ki mohabat o shafqat ke ehsas ne us ki aziyat kam kar di
3383,Positive,Bari dair kardi meharban aate aate
3384,Negative,Aunty ji tumari tarhan unparh hain bichari
3385,Negative,Market se yehi pack 50 to 60 R s main mill jata hai
3386,Negative,Aik gallon ice cream ki kami thee bus aaj
3387,Positive,University ki mulazmat ke bad Pakistan National Centre Peshawar ke director muqarrar hue
3388,Positive,Mari bati ur un ky ghar walon kyliay dua ki darkhwast ha
3389,Positive,Politician ko adab aur adeeb ko siyasat ke asbaaq azbar hote the
3390,Positive,mjhe tw yeh bohat hi ziada acha hai price iski bohat kam hai lekin is mein koi kharabi nahi hai led bright hai aur time b sahi ata hai is mein doosri bat yeh hai k yeh pehenne mein comfortable hai iska rubber bohat soft hai kafi stylish lagta hai mjhe tw khush hoon main is se
3391,Negative,Aye haye haye niklo
3392,Negative,Kise malom tha ke ye bandhan aik ese almiye par anjam pazir ho ga jo logon ko aindah na jane kitne barson tak afsurdah karta rahe ga
3393,Negative,Ye so called human n womem rights activists kahan hyn
3394,Negative,Pazeerai to khoob mili lekin ghar walon ka rawaiyya na badla
3395,Negative,Mai ne medium size order ki thi sari ki sari large aai hn
3396,Negative,Airport Ka Nizam Darhm Barhm
3397,Negative,Mushtaq Muhammad ke sath bhi un ki banti nah thi aur jab wo catptain banne to Intikhab Alam ki team mein shamoliyat par kisi tor par razi nahi the aur is mamle par un ka board se jhagra bhi ho gaya
